"","key_pin","pi_ns","address","tax_district","classes","subclass2","land_total_sf","gba","market_value","x2026_partial_value","x2026_partial_value_reason","sheet_name","file_name","idph_number","bldg_sf","units_beds","revenue_bed_night","est_pgi","est_vacancy_percent","exp_percent","noi","cap_rate","tax_load","loaded_cap","final_mv_bed","year_blt","investment_rating","adj_rent_sf","pgi","v_c","egi","percent_exp","l_b_ratio","excess_land_area","excess_land_value","final_mv_sf","studios","x1br","x2br","x3br","x4br","mobile_home_pads","comm_sf","adjusted_pgi","final_mv_unit","nbhd","town_region","total_land_val","impr_name","units_keys","rev_key_night","occupancy","rev_par","total_rev","ebitda_noi","final_mv_key"
"2228","23-13-102-080-0000","23-13-102-080-0000","10331 S ROBERTS PALOS HILLS","30031","5-17","86:RETAIL-RESTAURANTS","26536",NA,"672000",NA,NA,"Comm517","Palos 2026 T30.PublicModel.xlsx",NA,"3200",NA,NA,NA,NA,NA,"79821.28","0.085","0.072240385","0.157240385",NA,NA,"C","33.88","108416","0.05","102995.2","0.225","4","13736","164832","158.637044802453",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"318432",NA,NA,NA,NA,NA,NA,NA,NA
"2229","23-13-102-081-0000","23-13-102-081-0000","10307 S ROBERTS PALOS HILLS","30031","5-17","86:RETAIL-RESTAURANTS","21731",NA,"602000",NA,NA,"Comm517","Palos 2026 T30.PublicModel.xlsx",NA,"4650",NA,NA,NA,NA,NA,"88778.4975","0.085","0.0722402449832442","0.157240244983244",NA,NA,"C","27.72","128898","0.05","122453.1","0.275","4","3131","37572","121.420250916262",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"260772",NA,NA,NA,NA,NA,NA,NA,NA
"2230","23-13-102-082-0000","23-13-102-082-0000","10301 S ROBERTS PALOS HILLS","30031","5-17","77:RETAIL-MULTI TENANT","28770",NA,"1018000",NA,NA,"Comm517","Palos 2026 T30.PublicModel.xlsx",NA,"8100",NA,NA,NA,NA,NA,"160056","0.085","0.072240385","0.157240385",NA,NA,"C","26","210600","0.05","200070","0.2","6","0","0","125.667461320449",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"345240",NA,NA,NA,NA,NA,NA,NA,NA
"2231","23-13-201-043-0000","23-13-201-043-0000","10544  HARLEM PALOS HILLS","30081","5-17","76:RETAIL-SINGLE TENANT","86179",NA,"1464000",NA,NA,"Comm517","Palos 2026 T30.PublicModel.xlsx",NA,"9980",NA,NA,NA,NA,NA,"177484.32","0.085","0.06956341875","0.15456341875",NA,NA,"C","23.4","233532","0.05","221855.4","0.2","6","26299","315588","115.059566770873",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1034148",NA,NA,NA,NA,NA,NA,NA,NA
"2232","23-13-201-025-0000","23-13-201-025-0000 23-13-201-046-0000","7211  SOUTHWEST WORTH","30012","5-17 5-17","75:RETAIL-STRIP CENTER","20172",NA,"510000",NA,NA,"Comm517","Palos 2026 T30.PublicModel.xlsx",NA,"2853",NA,NA,NA,NA,NA,"65299.486824","0.085","0.0761463678728961","0.161146367872896",NA,NA,"C","30.888","88123.464","0.05","83717.2908","0.22","4","8760","105120","142.032416256833",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"242064",NA,NA,NA,NA,NA,NA,NA,NA
"2233","23-13-201-048-0000","23-13-201-048-0000","7225 W 105TH PALOS HILLS","30081","5-17","57:OFFICE-SINGLETENANT","17907",NA,"517000",NA,NA,"Comm517","Palos 2026 T30.PublicModel.xlsx",NA,"6850",NA,NA,NA,NA,NA,"82463.04","0.09","0.06956341875","0.15956341875",NA,NA,"C","15.84","108504","0.05","103078.8","0.2","4","0","0","75.4458640602422",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"214884",NA,NA,NA,NA,NA,NA,NA,NA
"2234","23-13-207-001-0000","23-13-207-001-0000 23-13-207-002-0000","7225 W 103RD PALOS HILLS","30031","5-17 5-17","77:RETAIL-MULTI TENANT","45028",NA,"1819000",NA,NA,"Comm517","Palos 2026 T30.PublicModel.xlsx",NA,"18330",NA,NA,NA,NA,NA,"286048.0818","0.085","0.072240385","0.157240385",NA,NA,"C","21.06","386029.8","0.05","366728.31","0.22","6","0","0","99.2458775778246",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"540336",NA,NA,NA,NA,NA,NA,NA,NA
"2235","23-13-207-014-0000","23-13-207-014-0000 23-13-207-015-0000","10320 S HARLEM PALOS HILLS","30031","5-17 5-17","75:RETAIL-STRIP CENTER","41374",NA,"1465000",NA,NA,"Comm517","Palos 2026 T30.PublicModel.xlsx",NA,"12078",NA,NA,NA,NA,NA,"230367.80052","0.085","0.072240385","0.157240385",NA,NA,"C","25.74","310887.72","0.05","295343.334","0.22","4","0","0","121.300517039563",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"496488",NA,NA,NA,NA,NA,NA,NA,NA
"2236","23-13-207-016-0000","23-13-207-016-0000","10340 S HARLEM PALOS HILLS","30031","5-17","89:RETAIL-FAST FOOD (FRANCHISE)","20582",NA,"660000",NA,NA,"Comm517","Palos 2026 T30.PublicModel.xlsx",NA,"2008",NA,NA,NA,NA,NA,"72393.42","0.07","0.072240385","0.142240385",NA,NA,"B","50.6","101604.8","0.05","96524.56","0.25","4","12550","150600","253.461771774591",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"246984",NA,NA,NA,NA,NA,NA,NA,NA
"2237","23-13-207-020-0000","23-13-207-020-0000 23-13-207-021-0000","10402 S HARLEM PALOS HILLS","30031","5-17 5-17","75:RETAIL-STRIP CENTER","41435",NA,"1290000",NA,NA,"Comm517","Palos 2026 T30.PublicModel.xlsx",NA,"9280",NA,NA,NA,NA,NA,"194700.65472","0.085","0.072240385","0.157240385",NA,NA,"C","28.314","262753.92","0.05","249616.224","0.22","4","4315","51780","133.43056874352",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"497220",NA,NA,NA,NA,NA,NA,NA,NA
"2238","23-13-207-022-0000","23-13-207-022-0000","10454 S HARLEM PALOS HILLS","30031","5-17","77:RETAIL-MULTI TENANT","20678",NA,"711000",NA,NA,"Comm517","Palos 2026 T30.PublicModel.xlsx",NA,"4081",NA,NA,NA,NA,NA,"111767.81616","0.085","0.0722402425952071","0.157240242595207",NA,NA,"C","34.32","140059.92","0.05","133056.924","0.16","6","0","0","174.175259132008",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"248136",NA,NA,NA,NA,NA,NA,NA,NA
"2239","23-13-207-024-0000","23-13-207-024-0000","10348 S HARLEM PALOS HILLS","30031","5-17","88:RETAIL-FAST FOOD","10057",NA,"306000",NA,NA,"Comm517","Palos 2026 T30.PublicModel.xlsx",NA,"1550",NA,NA,NA,NA,NA,"41425.10625","0.0875","0.0722411250238171","0.159741125023817",NA,NA,"C","36.3","56265","0.05","53451.75","0.225","4","3857","46284","167.307416897278",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"120684",NA,NA,NA,NA,NA,NA,NA,NA
"2240","23-13-300-008-0000","23-13-300-008-0000 23-13-300-009-0000","10701 S ROBERTS PALOS HILLS","30033","5-17 5-17","75:RETAIL-STRIP CENTER","58712",NA,"1359000",NA,NA,"Comm517","Palos 2026 T30.PublicModel.xlsx",NA,"14830",NA,NA,NA,NA,NA,"200439.9072","0.085","0.0625128175","0.1475128175",NA,NA,"C","18.72","277617.6","0.05","263736.72","0.24","4","0","0","91.6248515150217",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"704544",NA,NA,NA,NA,NA,NA,NA,NA
"2241","23-13-300-011-0000","23-13-300-011-0000","10741 S ROBERTS PALOS HILLS","30033","5-17","77:RETAIL-MULTI TENANT","29268",NA,"654000",NA,NA,"Comm517","Palos 2026 T30.PublicModel.xlsx",NA,"5560",NA,NA,NA,NA,NA,"96407.064","0.085","0.0625128175","0.1475128175",NA,NA,"C","23.4","130104","0.05","123598.8","0.22","6","0","0","117.545039772561",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"351216",NA,NA,NA,NA,NA,NA,NA,NA
"2242","23-13-301-026-0000","23-13-301-026-0000","7604  SOUTHWEST WORTH","30024","5-17","69:RETAIL-BARS/TAVERNS","19562",NA,"1361000",NA,NA,"Comm517","Palos 2026 T30.PublicModel.xlsx",NA,"7958",NA,NA,NA,NA,NA,"213985.908864","0.08","0.0772323615","0.1572323615",NA,NA,"B","33.696","268152.768","0.05","254745.1296","0.16","4","0","0","171.017007844152",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"146715",NA,NA,NA,NA,NA,NA,NA,NA
"2243","23-13-301-046-0000","23-13-301-046-0000","11010  SOUTHWEST PALOS HILLS","30033","5-17","54:OFFICE-MEDICAL OFFICE BUILDINGS/SPACES","21305",NA,"489000",NA,NA,"Comm517","Palos 2026 T30.PublicModel.xlsx",NA,"4600",NA,NA,NA,NA,NA,"66955.392","0.085","0.0625128175","0.1475128175",NA,NA,"C","20.16","92736","0.05","88099.2","0.24","4","2905","34860","98.6729170161772",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"255660",NA,NA,NA,NA,NA,NA,NA,NA
"2244","23-13-301-048-0000","23-13-301-048-0000 23-13-301-052-0000","11050  SOUTHWEST PALOS HILLS","30033","5-17 5-17","89:RETAIL-FAST FOOD (FRANCHISE)","40298",NA,"1264000",NA,NA,"Comm517","Palos 2026 T30.PublicModel.xlsx",NA,"4600",NA,NA,NA,NA,NA,"132673.2","0.07","0.0625128175","0.1325128175",NA,NA,"B","40.48","186208","0.05","176897.6","0.25","4","21898","262776","217.654416713312",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"483576",NA,NA,NA,NA,NA,NA,NA,NA
"2245","23-13-301-049-0000","23-13-301-049-0000","11056  SOUTHWEST PALOS HILLS","30033","5-17","88:RETAIL-FAST FOOD","14974",NA,"459000",NA,NA,"Comm517","Palos 2026 T30.PublicModel.xlsx",NA,"1448",NA,NA,NA,NA,NA,"52294.8096","0.0875","0.0625129737855602","0.15001297378556",NA,NA,"C","47.52","68808.96","0.05","65368.512","0.2","4","9182","110184","240.747177318315",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"179688",NA,NA,NA,NA,NA,NA,NA,NA
"2246","23-13-302-004-0000","23-13-302-004-0000","11053  SOUTHWEST PALOS HILLS","30033","5-17","78:RETAIL-DRUG STORES/PHARMACIES","47303",NA,"2164000",NA,NA,"Comm517","Palos 2026 T30.PublicModel.xlsx",NA,"17333",NA,NA,NA,NA,NA,"297538.381998","0.075","0.0625128175","0.1375128175",NA,NA,"B","23.166","401536.278","0.05","381459.4641","0.22","4","0","0","124.832043383883",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"567636",NA,NA,NA,NA,NA,NA,NA,NA
"2247","23-13-302-014-0000","23-13-302-014-0000","11011  SOUTHWEST PALOS HILLS","30033","5-17","86:RETAIL-RESTAURANTS","39162",NA,"1095000",NA,NA,"Comm517","Palos 2026 T30.PublicModel.xlsx",NA,"5912",NA,NA,NA,NA,NA,"134063.468","0.085","0.062512887261373","0.147512887261373",NA,NA,"C","30.8","182089.6","0.05","172985.12","0.225","4","15514","186168","153.725551855143",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"469944",NA,NA,NA,NA,NA,NA,NA,NA
"2248","23-13-403-010-0000","23-13-403-010-0000","10700 S HARLEM WORTH","30012","5-17","75:RETAIL-STRIP CENTER","21050",NA,"1097000",NA,NA,"Comm517","Palos 2026 T30.PublicModel.xlsx",NA,"7636",NA,NA,NA,NA,NA,"182573.7056","0.085","0.081455079185951","0.166455079185951",NA,NA,"C","31.46","240228.56","0.05","228217.132","0.2","4","0","0","143.639954496612",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"252600",NA,NA,NA,NA,NA,NA,NA,NA
"2249","23-13-403-044-0000","23-13-403-044-0000","10722 S HARLEM WORTH","30012","5-17","75:RETAIL-STRIP CENTER","19409",NA,"908000",NA,NA,"Comm517","Palos 2026 T30.PublicModel.xlsx",NA,"7200",NA,NA,NA,NA,NA,"151060.8528","0.085","0.0814550783849964","0.166455078384996",NA,NA,"C","28.314","203860.8","0.05","193667.76","0.22","4","0","0","126.044060677281",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"232908",NA,NA,NA,NA,NA,NA,NA,NA
"2250","23-13-417-009-0000","23-13-417-009-0000","7441  SOUTHWEST WORTH","30012","5-17","54:OFFICE-MEDICAL OFFICE BUILDINGS/SPACES","10027",NA,"262000",NA,NA,"Comm517","Palos 2026 T30.PublicModel.xlsx",NA,"2193",NA,NA,NA,NA,NA,"42000.336","0.085","0.0814551815","0.1664551815",NA,NA,"C","25.2","55263.6","0.05","52500.42","0.2","4","1255","9412.5","115.057998359757",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75203",NA,NA,NA,NA,NA,NA,NA,NA
"2251","23-14-209-014-0000","23-14-209-013-0000 23-14-209-014-0000 23-14-209-015-0000 23-14-209-016-0000 23-14-209-017-0000 23-14-209-018-0000 23-14-209-019-0000 23-14-209-020-0000 23-14-209-021-0000 23-14-209-022-0000 23-14-209-023-0000 23-14-209-024-0000","10500 S ROBERTS PALOS HILLS","30031","5-90 5-17 5-17 5-17 5-17 5-17 5-17 5-17 5-17 5-17 5-90 5-90","75:RETAIL-STRIP CENTER","32068",NA,"1180000",NA,NA,"Comm517","Palos 2026 T30.PublicModel.xlsx",NA,"12354",NA,NA,NA,NA,NA,"185527.4304","0.085","0.072240385","0.157240385",NA,NA,"C","20.8","256963.2","0.05","244115.04","0.24","4","0","0","95.5072706035412",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"384816",NA,NA,NA,NA,NA,NA,NA,NA
"2252","23-14-209-030-0000","23-14-209-030-0000 23-14-209-031-0000 23-14-209-032-0000 23-14-209-033-0000 23-14-209-034-0000 23-14-209-035-0000","10540 S ROBERTS PALOS HILLS","30031","5-17 5-17 5-17 5-17 5-17 5-17","75:RETAIL-STRIP CENTER","16181",NA,"548000",NA,NA,"Comm517","Palos 2026 T30.PublicModel.xlsx",NA,"5220",NA,NA,NA,NA,NA,"86231.0592","0.085","0.072240385","0.157240385",NA,NA,"C","22.88","119433.6","0.05","113461.92","0.24","4","0","0","105.057997663895",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"194172",NA,NA,NA,NA,NA,NA,NA,NA
"2253","23-14-217-010-0000","23-14-217-010-0000 23-14-217-011-0000 23-14-217-012-0000 23-14-217-013-0000 23-14-217-014-0000","10602 S ROBERTS PALOS HILLS","30031","5-17 5-17 5-17 5-17 5-17","75:RETAIL-STRIP CENTER","15592",NA,"548000",NA,NA,"Comm517","Palos 2026 T30.PublicModel.xlsx",NA,"5214",NA,NA,NA,NA,NA,"86131.94304","0.085","0.072240385","0.157240385",NA,NA,"C","22.88","119296.32","0.05","113331.504","0.24","4","0","0","105.057997663895",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"187104",NA,NA,NA,NA,NA,NA,NA,NA
"2254","23-14-217-015-0000","23-14-217-015-0000 23-14-217-016-0000 23-14-217-017-0000","10612 S ROBERTS PALOS HILLS","30031","5-17 5-17 5-17","77:RETAIL-MULTI TENANT","7529",NA,"397000",NA,NA,"Comm517","Palos 2026 T30.PublicModel.xlsx",NA,"3270",NA,NA,NA,NA,NA,"62369.8218","0.085","0.0722409759250059","0.157240975925006",NA,NA,"C","25.74","84169.8","0.05","79961.31","0.22","6","0","0","121.300061181869",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"90348",NA,NA,NA,NA,NA,NA,NA,NA
"2255","23-14-217-018-0000","23-14-217-018-0000 23-14-217-019-0000 23-14-217-020-0000","10626 S ROBERTS PALOS HILLS","30031","5-17 5-17 5-17","77:RETAIL-MULTI TENANT","7807",NA,"291000",NA,NA,"Comm517","Palos 2026 T30.PublicModel.xlsx",NA,"2665",NA,NA,NA,NA,NA,"45747.40599","0.085","0.072240385","0.157240385",NA,NA,"C","23.166","61737.39","0.05","58650.5205","0.22","6","0","0","109.170465335607",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"88072",NA,NA,NA,NA,NA,NA,NA,NA
"2256","23-14-217-026-0000","23-14-217-023-0000 23-14-217-024-0000 23-14-217-025-0000 23-14-217-026-0000 23-14-217-027-0000","10644 S ROBERTS PALOS HILLS","30031","5-90 5-90 5-90 5-17 5-17","56:OFFICE-MULTITENANT","13177",NA,"240000",NA,NA,"Comm517","Palos 2026 T30.PublicModel.xlsx",NA,"1540",NA,NA,NA,NA,NA,"25342.24","0.095","0.067142668424574","0.162142668424574",NA,NA,"C","24.2","37268","0.15","31677.8","0.2","4","7017","84204","101.490867024031",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"158124",NA,NA,NA,NA,NA,NA,NA,NA
"2257","23-14-217-034-0000","23-14-217-032-0000 23-14-217-033-0000 23-14-217-034-0000 23-14-217-035-0000 23-14-217-036-0000","8000 W 107TH PALOS HILLS","30031","5-90 5-90 5-17 5-17 5-17","76:RETAIL-SINGLE TENANT","12514",NA,"386000",NA,NA,"Comm517","Palos 2026 T30.PublicModel.xlsx",NA,"3840",NA,NA,NA,NA,NA,"60702.72","0.085","0.072240385","0.157240385",NA,NA,"C","20.8","79872","0.05","75878.4","0.2","6","0","0","100.533969056359",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"141196",NA,NA,NA,NA,NA,NA,NA,NA
"2258","23-14-222-007-0000","23-14-222-007-0000","8025 W 103RD PALOS HILLS","30031","5-17","76:RETAIL-SINGLE TENANT","31119",NA,"1040000",NA,NA,"Comm517","Palos 2026 T30.PublicModel.xlsx",NA,"10217",NA,NA,NA,NA,NA,"163529.2152","0.085","0.072240385","0.157240385",NA,NA,"C","21.06","215170.02","0.05","204411.519","0.2","6","0","0","101.790643669564",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"373428",NA,NA,NA,NA,NA,NA,NA,NA
"2259","23-14-400-018-0000","23-14-400-018-0000 23-14-400-019-0000","10718 S ROBERTS PALOS HILLS","30033","5-17 5-17","57:OFFICE-SINGLETENANT","55102",NA,"1456000",NA,NA,"Comm517","Palos 2026 T30.PublicModel.xlsx",NA,"9300",NA,NA,NA,NA,NA,"189347.4792","0.09","0.0625128558972394","0.152512855897239",NA,NA,"C","26.136","243064.8","0.05","230911.56","0.18","4","17902","214824","133.496575617981",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"661224",NA,NA,NA,NA,NA,NA,NA,NA
"2260","23-14-400-036-0000","23-14-400-036-0000 23-14-400-038-0000","8100 W 111TH PALOS HILLS","30033","5-17 5-17","75:RETAIL-STRIP CENTER","118290",NA,"2129000",NA,NA,"Comm517","Palos 2026 T30.PublicModel.xlsx",NA,"20522",NA,NA,NA,NA,NA,"249634.861632","0.085","0.0623418233857257","0.147341823385726",NA,NA,"c","16.848","345754.656","0.05","328466.9232","0.24","4","36202","434424","82.5580661381883",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1269980",NA,NA,NA,NA,NA,NA,NA,NA
"2261","23-14-400-096-0000","23-14-400-096-0000","8114 W 111TH PALOS HILLS","30033","5-17","75:RETAIL-STRIP CENTER","50000",NA,"1207000",NA,NA,"Comm517","Palos 2026 T30.PublicModel.xlsx",NA,"10498",NA,NA,NA,NA,NA,"163826.11908","0.085","0.0625128175","0.1475128175",NA,NA,"C","21.06","221087.88","0.05","210033.486","0.22","4","8008","96096","105.790535795305",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6e+05",NA,NA,NA,NA,NA,NA,NA,NA
"2262","23-14-400-133-0000","23-14-400-133-0000","8052 W 111TH PALOS HILLS","30033","5-17","86:RETAIL-RESTAURANTS","12117",NA,"339000",NA,NA,"Comm517","Palos 2026 T30.PublicModel.xlsx",NA,"1970",NA,NA,NA,NA,NA,"42445.62","0.085","0.0625128175","0.1475128175",NA,NA,"C","30.24","59572.8","0.05","56594.16","0.25","4","4237","50844","146.061883741052",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"145404",NA,NA,NA,NA,NA,NA,NA,NA
"2263","23-24-101-010-0000","23-24-101-010-0000","11101  SOUTHWEST PALOS HILLS","30046","5-17","89:RETAIL-FAST FOOD (FRANCHISE)","40149",NA,"869000",NA,NA,"Comm517","Palos 2026 T30.PublicModel.xlsx",NA,"3070",NA,NA,NA,NA,NA,"78784.87275","0.08","0.0672711467347357","0.147271146734736",NA,NA,"C","37.26","114388.2","0.05","108668.79","0.275","4","27869","334428","174.255620119695",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"481788",NA,NA,NA,NA,NA,NA,NA,NA
"2264","23-24-101-011-0000","23-24-101-011-0000","7601 W 111TH PALOS HILLS","30046","5-17","89:RETAIL-FAST FOOD (FRANCHISE)","20599",NA,"620000",NA,NA,"Comm517","Palos 2026 T30.PublicModel.xlsx",NA,"2064",NA,NA,NA,NA,NA,"64738.7532","0.07","0.06727103075","0.13727103075",NA,NA,"B","45.54","93994.56","0.05","89294.832","0.275","4","12343","148116","228.494496097459",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"247188",NA,NA,NA,NA,NA,NA,NA,NA
"2265","23-24-109-021-0000","23-24-109-021-0000","7727  111TH PALOS HILLS","30033","5-17","54:OFFICE-MEDICAL OFFICE BUILDINGS/SPACES","54898",NA,"1049000",NA,NA,"Comm517","Palos 2026 T30.PublicModel.xlsx",NA,"6444",NA,NA,NA,NA,NA,"103175.347968","0.085","0.0625128175","0.1475128175",NA,NA,"C","22.176","142902.144","0.05","135757.0368","0.24","4","29122","349464","108.540208717795",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"658776",NA,NA,NA,NA,NA,NA,NA,NA
"2266","23-24-109-022-0000","23-24-109-022-0000","11164  SOUTHWEST PALOS HILLS","30033","5-17","54:OFFICE-MEDICAL OFFICE BUILDINGS/SPACES","9719",NA,"551000",NA,NA,"Comm517","Palos 2026 T30.PublicModel.xlsx",NA,"4354",NA,NA,NA,NA,NA,"81303.1128","0.085","0.0625126822333251","0.147512682233325",NA,NA,"C","25.2","109720.8","0.05","104234.76","0.22","4","0","0","126.587081987053",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"116628",NA,NA,NA,NA,NA,NA,NA,NA
"2267","23-24-110-016-0000","23-24-110-016-0000","11264  SOUTHWEST PALOS HILLS","30033","5-17","56:OFFICE-MULTITENANT","10284",NA,"391000",NA,NA,"Comm517","Palos 2026 T30.PublicModel.xlsx",NA,"3651",NA,NA,NA,NA,NA,"61582.8774","0.095","0.0625128175","0.1575128175",NA,NA,"C","24.2","88354.2","0.15","75101.07","0.18","4","0","0","107.085888423017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"123408",NA,NA,NA,NA,NA,NA,NA,NA
"2268","23-24-110-017-0000","23-24-110-017-0000","11224  SOUTHWEST PALOS HILLS","30033","5-17","76:RETAIL-SINGLE TENANT","13491",NA,"583000",NA,NA,"Comm517","Palos 2026 T30.PublicModel.xlsx",NA,"4963",NA,NA,NA,NA,NA,"86055.4422","0.085","0.0625128175","0.1475128175",NA,NA,"c","23.4","116134.2","0.05","110327.49","0.22","6","0","0","117.545039772561",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"161892",NA,NA,NA,NA,NA,NA,NA,NA
"2269","23-24-110-018-0000","23-24-110-018-0000","11230  SOUTHWEST PALOS HILLS","30033","5-17","75:RETAIL-STRIP CENTER","14657",NA,"630000",NA,NA,"Comm517","Palos 2026 T30.PublicModel.xlsx",NA,"5623",NA,NA,NA,NA,NA,"92888.36128","0.085","0.0625128175","0.1475128175",NA,NA,"c","22.88","128654.24","0.05","122221.528","0.24","4","0","0","111.985929629471",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"175884",NA,NA,NA,NA,NA,NA,NA,NA
"2270","23-24-204-017-0000","23-24-204-016-0000 23-24-204-017-0000 23-24-204-018-0000 23-24-204-019-0000","11130 S HARLEM WORTH","30012","5-17 5-17 5-17 5-17","54:OFFICE-MEDICAL OFFICE BUILDINGS/SPACES","12516",NA,"285000",NA,NA,"Comm517","Palos 2026 T30.PublicModel.xlsx",NA,"2298",NA,NA,NA,NA,NA,"40881.60384","0.085","0.0814551815","0.1664551815",NA,NA,"C","24.64","56622.72","0.05","53791.584","0.24","4","3324","39888","106.876096254174",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"150192",NA,NA,NA,NA,NA,NA,NA,NA
"2271","23-24-204-020-0000","23-24-204-020-0000 23-24-204-021-0000 23-24-204-022-0000 23-24-204-023-0000 23-24-204-024-0000 23-24-204-025-0000","11136 S HARLEM WORTH","30012","5-17 5-17 5-17 5-17 5-17 5-17","75:RETAIL-STRIP CENTER","17918",NA,"864000",NA,NA,"Comm517","Palos 2026 T30.PublicModel.xlsx",NA,"6855",NA,NA,NA,NA,NA,"143822.52027","0.085","0.0814558469827323","0.166455846982732",NA,NA,"C","28.314","194092.47","0.05","184387.8465","0.22","4","0","0","126.043478678021",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"215016",NA,NA,NA,NA,NA,NA,NA,NA
"2272","23-24-206-027-0000","23-24-206-027-0000 23-24-206-028-0000","11220 S HARLEM WORTH","30012","5-17 5-17","57:OFFICE-SINGLETENANT","6962",NA,"456000",NA,NA,"Comm517","Palos 2026 T30.PublicModel.xlsx",NA,"4253",NA,NA,NA,NA,NA,"78221.176","0.09","0.081454989342043","0.171454989342043",NA,NA,"C","24.2","102922.6","0.05","97776.47","0.2","4","0","0","107.270135856525",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"83544",NA,NA,NA,NA,NA,NA,NA,NA
"2273","23-24-208-020-0000","23-24-208-020-0000 23-24-208-021-0000 23-24-208-022-0000 23-24-208-023-0000 23-24-208-024-0000","11228 S HARLEM WORTH","30012","5-17 5-17 5-17 5-17 5-17","75:RETAIL-STRIP CENTER","14739",NA,"784000",NA,NA,"Comm517","Palos 2026 T30.PublicModel.xlsx",NA,"6222",NA,NA,NA,NA,NA,"130541.753628","0.085","0.0814564168486131","0.166456416848613",NA,NA,"C","28.314","176169.708","0.05","167361.2226","0.22","4","0","0","126.043047166402",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"176868",NA,NA,NA,NA,NA,NA,NA,NA
"2274","23-24-211-019-0000","23-24-211-019-0000 23-24-211-020-0000 23-24-211-021-0000 23-24-211-022-0000 23-24-211-023-0000 23-24-211-024-0000","11300 S HARLEM WORTH","30012","5-17 5-17 5-17 5-17 5-17 5-17","77:RETAIL-MULTI TENANT","18394",NA,"843000",NA,NA,"Comm517","Palos 2026 T30.PublicModel.xlsx",NA,"7360",NA,NA,NA,NA,NA,"140379.7824","0.085","0.0814557016486943","0.166455701648694",NA,NA,"C","25.74","189446.4","0.05","179974.08","0.22","6","0","0","114.585080661607",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"220728",NA,NA,NA,NA,NA,NA,NA,NA
"2275","23-24-214-023-0000","23-24-214-023-0000","11328 S HARLEM WORTH","30012","5-17","86:RETAIL-RESTAURANTS","2867",NA,"159000",NA,NA,"Comm517","Palos 2026 T30.PublicModel.xlsx",NA,"1344",NA,NA,NA,NA,NA,"26426.69568","0.085","0.0814551815","0.1664551815",NA,NA,"C","29.568","39739.392","0.05","37752.4224","0.3","4","0","0","118.12621164935",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"34404",NA,NA,NA,NA,NA,NA,NA,NA
